"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT08","WT11","WT14","WT16","WT18"
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-03-28","0.8","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-03-29","20.3","0.0",,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-03-30","11.9","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-03-31","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-01","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-02","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-03","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-04","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-05","1.8","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-06","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-07","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-08","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-09","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-10","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-11","5.6","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-12","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-13","12.2","46.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-14","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-15","3.6","0.0",,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-16","2.8","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-17","2.5","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-18","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-19","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-20","35.6","165.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-21","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-22","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-23","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-24","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-25","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-26","1.8","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-27","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-28","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-29","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-04-30","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-01","11.9",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-02","0.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-03","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-04","0.0",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-05","4.6",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-06","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-07","1.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-08","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-09","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-10","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-11","2.0",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-12","3.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-13","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-14","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-15","5.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-16","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-17","3.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-18","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-19","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-20","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-21","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-22","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-23","1.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-24","4.1",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-25","6.6",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-26","1.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-27","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-28","0.5",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-29","0.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-30","3.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-05-31","1.5",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-07-22","9.9",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-07-23","45.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-01","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-02","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-03","1.0",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-04","10.4",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-05","0.0",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-06","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-07","20.3",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-08","1.5",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-09","0.0",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-10","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-11","0.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-12","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-13","20.6",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-14","48.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-15","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-16","11.4",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-17","3.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-18","0.0",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-19","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-20","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-21","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-22","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-23","0.0",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-24","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-25","1.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-26","0.0",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-27","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-28","3.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-29","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-09-30","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-01","0.0",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-02","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-03","4.3",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-04","1.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-05","2.5",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-06","6.1",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-07","1.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-08","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-09","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-10","15.2",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-11","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-12","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-13","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-14","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-15","3.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-16","0.0",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-17","8.9",,,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-18","2.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-19","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-20","3.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-21","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-22","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-23","0.8","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-24","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-25","15.2",,,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-26","26.2",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-27","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-28","1.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-29","5.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-30","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-10-31","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-01","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-02","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-03","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-04","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-05","0.0","0.0",,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-06","0.8","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-07","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-08","4.6","0.0",,,,,,,,,,,,,"    1",
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-09","19.1","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-10","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-11","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-12","0.0","0.0",,,,,,"    1",,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-13","18.5","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-14","2.3","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-15","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-16","21.1","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-17","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-18","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-19","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-20","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-21","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-22","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-23","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-24","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-25","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-26","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-27","4.3","51.0",,,,,,,,,,,,,,"    1"
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-28","26.2","43.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-29","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1925-11-30","0.0","0.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-01-19","31.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-01","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-02","2.0","28.0",,,,,,,,,,,,,,"    1"
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-03","10.9","94.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-04","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-05","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-06","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-07","4.1","36.0",,,,,,,,,,,,,,"    1"
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-08","29.5","140.0",,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-09","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-10","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-11","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-12","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-13","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-14","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-15","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-16","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-17","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-18","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-19","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-20","0.8",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-21","3.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-22","0.0",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-23","0.0","0.0",,,,,,,,,,,,,,"    1"
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-24","5.6",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-25","0.5",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-26","4.3",,,,,,,,,,,,,,,
"USC00430499","BELLOWS FALLS, VT US","43.13333","-72.45","82.3","1926-03-27","0.0",,,,,,,,,,,,,,,
